# Метеостанция Санкт-Петербург, Россия, WMO_ID=26063, выборка с 01.10.2020 по 01.10.2022, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=26063&lang=ru
#
"Местное время в Санкт-Петербурге";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"02.07.2021 21:00";"21.5";"761.0";"761.4";"0.1";"31";"Ветер, дующий с северо-востока";"1";"";"";"50%.";" ";"";"";"";"24.8";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"10.0";"3.8";"Осадков нет";"12";"";"";"";"";
"02.07.2021 18:00";"23.1";"760.9";"761.3";"-0.3";"29";"Ветер, дующий с востоко-северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"4.0";"Осадков нет";"12";"";"";"";"";
"02.07.2021 15:00";"23.7";"761.2";"761.6";"-0.2";"37";"Ветер, дующий с северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.0";"";"";"";"";"";"";
"02.07.2021 12:00";"23.5";"761.4";"761.8";"-0.3";"46";"Ветер, дующий с северо-востока";"1";"";"";"50%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"50%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"11.3";"";"";"";"";"";"";
"02.07.2021 09:00";"19.9";"761.7";"762.1";"0.3";"69";"Ветер, дующий с северо-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"17.6";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2000-2500";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"14.0";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"16.0";"";"";
"02.07.2021 06:00";"18.6";"761.4";"761.8";"-0.3";"72";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"17.6";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"40%.";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"13.4";"Следы осадков";"12";"";"";"";"";
"02.07.2021 03:00";"17.6";"761.7";"762.1";"0.2";"81";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"20–30%.";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"14.3";"";"";"";"";"";"";
"02.07.2021 00:00";"18.8";"761.5";"761.9";"0.3";"76";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"14.4";"";"";"";"";"";"";
"01.07.2021 21:00";"21.4";"761.2";"761.6";"-0.3";"60";"Ветер, дующий с северо-северо-востока";"1";"";"";"60%.";"Дождь (незамерзающий) неливневый. ";"Дождь.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"26.3";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"13.4";"Следы осадков";"12";"";"";"";"";
"01.07.2021 18:00";"23.1";"761.5";"762.0";"0.6";"46";"Ветер, дующий с северо-северо-востока";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"10.9";"Осадков нет";"12";"";"";"";"";
"01.07.2021 15:00";"25.2";"760.9";"761.4";"0.0";"41";"Ветер, дующий с северо-северо-востока";"2";"";"";"40%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"10%  или менее, но не 0";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"11.1";"";"";"";"";"";"";
"01.07.2021 12:00";"25.0";"760.9";"761.2";"0.5";"46";"Ветер, дующий с востоко-северо-востока";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"12.6";"";"";"";"";"";"";
"01.07.2021 09:00";"22.8";"760.4";"760.8";"0.8";"53";"Ветер, дующий с востоко-юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"12.7";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"16.0";"";"";
"01.07.2021 06:00";"20.5";"759.6";"760.0";"1.1";"60";"Ветер, дующий с востоко-юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"12.5";"Осадков нет";"12";"";"";"";"";
"01.07.2021 03:00";"18.1";"758.5";"758.9";"1.0";"88";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"01.07.2021 00:00";"19.6";"757.5";"757.9";"0.8";"85";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.9";"";"";"";"";"";"";
"30.06.2021 21:00";"23.7";"756.7";"757.0";"0.9";"66";"Ветер, дующий с западо-юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"28.0";"";"";"";"";"";"10.0";"17.0";"Осадков нет";"12";"";"";"";"";
"30.06.2021 18:00";"26.7";"755.8";"756.1";"0.7";"45";"Ветер, дующий с западо-юго-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"13.7";"Осадков нет";"12";"";"";"";"";
"30.06.2021 15:00";"25.8";"755.1";"755.5";"0.7";"52";"Ветер, дующий с западо-юго-запада";"2";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"15.3";"";"";"";"";"";"";
"30.06.2021 12:00";"26.6";"754.4";"754.8";"0.6";"39";"Ветер, дующий с северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"30.06.2021 09:00";"23.4";"753.8";"754.2";"0.4";"49";"Ветер, дующий с севера";"1";"";"";"Облаков нет.";" ";"";"";"16.1";"";"";"";"";"";"";"10.0";"12.0";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"14.0";"";"";
"30.06.2021 06:00";"16.9";"753.4";"753.7";"0.2";"71";"Ветер, дующий с севера";"1";"";"";"20–30%.";" ";"";"";"16.1";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"10.0";"11.5";"Осадков нет";"12";"";"";"";"";
"30.06.2021 03:00";"18.7";"753.2";"753.6";"-0.3";"66";"Ветер, дующий с северо-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"12.2";"";"";"";"";"";"";
"30.06.2021 00:00";"20.4";"753.5";"753.9";"-0.3";"61";"Ветер, дующий с севера";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2000-2500";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"12.5";"";"";"";"";"";"";
"29.06.2021 21:00";"22.4";"753.8";"754.2";"-0.4";"53";"Ветер, дующий с северо-северо-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"24.3";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"12.4";"Осадков нет";"12";"";"";"";"";
"29.06.2021 18:00";"23.1";"754.2";"754.6";"-0.2";"49";"Ветер, дующий с севера";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"11.9";"Осадков нет";"12";"";"";"";"";
"29.06.2021 15:00";"22.9";"754.4";"754.8";"0.1";"49";"Ветер, дующий с севера";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"11.7";"";"";"";"";"";"";
"29.06.2021 12:00";"23.6";"754.3";"754.7";"-0.1";"55";"Ветер, дующий с севера";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"13.9";"";"";"";"";"";"";
"29.06.2021 09:00";"20.8";"754.4";"754.8";"-0.1";"60";"Ветер, дующий с северо-северо-запада";"1";"";"";"100%.";" ";"";"";"19.6";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"";"10.0";"12.8";"Следы осадков";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"17.0";"";"";
"29.06.2021 06:00";"19.8";"754.5";"754.9";"-0.4";"59";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"19.8";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"11.6";"Следы осадков";"12";"";"";"";"";
"29.06.2021 03:00";"20.4";"754.9";"755.3";"-0.4";"61";"Ветер, дующий с севера";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"12.7";"";"";"";"";"";"";
"29.06.2021 00:00";"21.1";"755.3";"755.7";"-0.2";"64";"Ветер, дующий с севера";"2";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"14.1";"";"";"";"";"";"";
"28.06.2021 21:00";"22.6";"755.5";"755.9";"-0.4";"70";"Ветер, дующий с северо-запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"23.9";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"16.9";"0.5";"12";"";"";"";"";
"28.06.2021 18:00";"23.0";"755.9";"756.3";"-0.8";"64";"Ветер, дующий с севера";"1";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"15.8";"0.5";"12";"";"";"";"";
"28.06.2021 15:00";"22.2";"756.7";"757.0";"-0.1";"68";"Ветер, дующий с северо-востока";"1";"";"";"100%.";"Дождь незамерзающий с перерывами слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"16.0";"";"";"";"";"";"";
"28.06.2021 12:00";"23.0";"756.8";"757.2";"0.3";"73";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"60%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"17.9";"";"";"";"";"";"";
"28.06.2021 09:00";"22.7";"756.5";"756.9";"-0.3";"74";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"19.4";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"10%  или менее, но не 0";"300-600";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"17.8";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"18.0";"";"";
"28.06.2021 06:00";"19.9";"756.8";"757.2";"-0.4";"87";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"19.4";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"17.6";"Осадков нет";"12";"";"";"";"";
"28.06.2021 03:00";"19.8";"757.2";"757.6";"-0.3";"86";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"10%  или менее, но не 0";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"17.4";"";"";"";"";"";"";
"28.06.2021 00:00";"20.7";"757.5";"757.9";"-0.3";"79";"Ветер, дующий с запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"10%  или менее, но не 0";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"16.9";"";"";"";"";"";"";
"27.06.2021 21:00";"22.5";"757.8";"758.2";"-0.2";"61";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"26.8";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"14.6";"Осадков нет";"12";"";"";"";"";
"27.06.2021 18:00";"24.8";"758.0";"758.4";"-0.5";"51";"Ветер, дующий с западо-северо-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"13.9";"Осадков нет";"12";"";"";"";"";
"27.06.2021 15:00";"26.2";"758.5";"758.9";"-0.6";"60";"Ветер, дующий с юго-запада";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"40%.";"300-600";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"17.7";"";"";"";"";"";"";
"27.06.2021 12:00";"25.7";"759.1";"759.4";"-0.3";"54";"Ветер, дующий с запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"50%.";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"15.6";"";"";"";"";"";"";
"27.06.2021 09:00";"24.0";"759.4";"759.7";"-0.3";"70";"Ветер, дующий с юго-запада";"1";"";"";"70 – 80%.";" ";"";"";"19.8";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"40%.";"300-600";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"18.2";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"18.0";"";"";
"27.06.2021 06:00";"20.6";"759.7";"760.0";"0.2";"85";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"19.8";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"18.0";"Осадков нет";"12";"";"";"";"";
"27.06.2021 03:00";"20.7";"759.5";"759.9";"0.1";"86";"Ветер, дующий с запада";"1";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"18.2";"";"";"";"";"";"";
"27.06.2021 00:00";"21.1";"759.4";"759.8";"0.1";"84";"Ветер, дующий с запада";"1";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"10%  или менее, но не 0";"2500 или более, или облаков нет.";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"18.3";"";"";"";"";"";"";
"26.06.2021 21:00";"23.4";"759.3";"759.7";"0.5";"69";"Ветер, дующий с запада";"2";"";"";"70 – 80%.";" ";"";"";"";"26.3";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"50%.";"2500 или более, или облаков нет.";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перистые плотные, образовавшиеся от кучево-дождевых.";"10.0";"17.4";"4.0";"12";"";"";"";"";
"26.06.2021 18:00";"25.5";"758.8";"759.1";"-0.1";"62";"Ветер, дующий с западо-северо-запада";"3";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"10%  или менее, но не 0";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"17.7";"4.0";"12";"";"";"";"";
"26.06.2021 15:00";"25.1";"758.9";"759.3";"0.3";"62";"Ветер, дующий с запада";"3";"";"";"40%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"10%  или менее, но не 0";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"17.4";"";"";"";"";"";"";
"26.06.2021 12:00";"23.2";"758.6";"759.0";"0.6";"82";"Ветер, дующий с западо-юго-запада";"3";"";"";"90  или более, но не 100%";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"40%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"19.9";"";"";"";"";"";"";
"26.06.2021 09:00";"22.7";"758.0";"758.4";"0.1";"78";"Ветер, дующий с юго-запада";"2";"";"";"40%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"19.0";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"20–30%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"18.7";"16.0";"12";"Поверхность почвы влажная.";"20.0";"";"";
"26.06.2021 06:00";"19.8";"757.9";"758.2";"-1.2";"95";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"19.0";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"19.0";"16.0";"12";"";"";"";"";
"26.06.2021 03:00";"19.1";"759.1";"759.4";"0.3";"95";"Ветер, дующий с западо-юго-запада";"3";"";"10";"100%.";"Гроза слабая или умеренная без града, но с дождем и/или снегом в срок наблюдения. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"100%.";"300-600";"";"";"1.0";"18.3";"";"";"";"";"";"";
"26.06.2021 00:00";"23.1";"758.8";"759.2";"-0.4";"76";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"18.6";"";"";"";"";"";"";
"25.06.2021 21:00";"26.0";"759.2";"759.6";"-0.2";"70";"Ветер, дующий с востока";"1";"";"";"60%.";" ";"";"";"";"29.1";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"20.1";"Осадков нет";"12";"";"";"";"";
"25.06.2021 18:00";"28.6";"759.4";"759.7";"-0.7";"52";"Ветер, дующий с запада";"1";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"17.7";"Осадков нет";"12";"";"";"";"";
"25.06.2021 15:00";"26.0";"760.1";"760.5";"0.1";"62";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"18.2";"";"";"";"";"";"";
"25.06.2021 12:00";"26.9";"760.0";"760.3";"-0.5";"61";"Ветер, дующий с юго-востока";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"18.8";"";"";"";"";"";"";
